Date,A/D-line
2015-05-18,55915.0
2015-05-19,55908.0
2015-05-20,55872.0
2015-05-21,55879.0
2015-05-22,55718.0
2015-05-26,55290.0
2015-05-27,55648.0
2015-05-28,55574.0
2015-05-29,55288.0
2015-06-01,55391.0
2015-06-02,55387.0
2015-06-03,55500.0
2015-06-04,55158.0
2015-06-05,55207.0
2015-06-08,54864.0
2015-06-09,54828.0
2015-06-10,55223.0
2015-06-11,55422.0
2015-06-12,55116.0
2015-06-15,54799.0
2015-06-16,55104.0
2015-06-17,55284.0
2015-06-18,55684.0
2015-06-19,55475.0
2015-06-22,55703.0
2015-06-23,55639.0
2015-06-24,55258.0
2015-06-25,55076.0
2015-06-26,55180.0
2015-06-29,54706.0
2015-06-30,54851.0
2015-07-01,55143.0
2015-07-02,55088.0
2015-07-06,54926.0
2015-07-07,55181.0
2015-07-08,54735.0
2015-07-09,54859.0
2015-07-10,55282.0
2015-07-13,55643.0
2015-07-14,55862.0
2015-07-15,55774.0
2015-07-16,56057.0
2015-07-17,55836.0
2015-07-20,55858.0
2015-07-21,55633.0
2015-07-22,55727.0
2015-07-23,55513.0
2015-07-24,55235.0
2015-07-27,55011.0
2015-07-28,55361.0
2015-07-29,55688.0
2015-07-30,55781.0
2015-07-31,55786.0
2015-08-03,55716.0
2015-08-04,55688.0
2015-08-05,55922.0
2015-08-06,55699.0
2015-08-07,55668.0
2015-08-10,56004.0
2015-08-11,55782.0
2015-08-12,55778.0
2015-08-13,55771.0
2015-08-14,56070.0
2015-08-17,56360.0
2015-08-18,56239.0
2015-08-19,55956.0
2015-08-20,55495.0
2015-08-21,55014.0
2015-08-24,54529.0
2015-08-25,54190.0
2015-08-26,54667.0
2015-08-27,55124.0
2015-08-28,55183.0
2015-08-31,54890.0
2015-09-01,54405.0
2015-09-02,54844.0
2015-09-03,55069.0
2015-09-04,54634.0
2015-09-08,55113.0
2015-09-09,54701.0
2015-09-10,54868.0
2015-09-11,55098.0
2015-09-14,54879.0
2015-09-15,55294.0
2015-09-16,55619.0
2015-09-17,55587.0
2015-09-18,55178.0
2015-09-21,55407.0
2015-09-22,54973.0
2015-09-23,54927.0
2015-09-24,54761.0
2015-09-25,54836.0
2015-09-28,54360.0
2015-09-29,54452.0
2015-09-30,54881.0
2015-10-01,54908.0
2015-10-02,55289.0
2015-10-05,55702.0
2015-10-06,55508.0
2015-10-07,55809.0
2015-10-08,56158.0
2015-10-09,56174.0
2015-10-12,56288.0
2015-10-13,55953.0
2015-10-14,55754.0
2015-10-15,56144.0
2015-10-16,56324.0
2015-10-19,56360.0
2015-10-20,56420.0
2015-10-21,56194.0
2015-10-22,56517.0
2015-10-23,56673.0
2015-10-26,56643.0
2015-10-27,56461.0
2015-10-28,56747.0
2015-10-29,56695.0
2015-10-30,56654.0
2015-11-02,57003.0
2015-11-03,57032.0
2015-11-04,56915.0
2015-11-05,56949.0
2015-11-06,56918.0
2015-11-09,56575.0
2015-11-10,56709.0
2015-11-11,56659.0
2015-11-12,56235.0
2015-11-13,55952.0
2015-11-16,56369.0
2015-11-17,56300.0
2015-11-18,56743.0
2015-11-19,56786.0
2015-11-20,56964.0
2015-11-23,56920.0
2015-11-24,56931.0
2015-11-25,56983.0
2015-11-27,57154.0
2015-11-30,56998.0
2015-12-01,57332.0
2015-12-02,56940.0
2015-12-03,56543.0
2015-12-04,56943.0
2015-12-07,56711.0
2015-12-08,56530.0
2015-12-09,56242.0
2015-12-10,56309.0
2015-12-11,55917.0
2015-12-14,55995.0
2015-12-15,56302.0
2015-12-16,56700.0
2015-12-17,56304.0
2015-12-18,55902.0
2015-12-21,56218.0
2015-12-22,56585.0
2015-12-23,56993.0
2015-12-24,56902.0
2015-12-28,56827.0
2015-12-29,57261.0
2015-12-30,56862.0
2015-12-31,56464.0
2016-01-04,56095.0
2016-01-05,56227.0
2016-01-06,55894.0
2016-01-07,55472.0
2016-01-08,55133.0
2016-01-11,55148.0
2016-01-12,55381.0
2016-01-13,54951.0
2016-01-14,55268.0
2016-01-15,54880.0
2016-01-19,54862.0
2016-01-20,54602.0
2016-01-21,54692.0
2016-01-22,55119.0
2016-01-25,54725.0
2016-01-26,55113.0
2016-01-27,54897.0
2016-01-28,54959.0
2016-01-29,55413.0
2016-02-01,55438.0
2016-02-02,55042.0
2016-02-03,55192.0
2016-02-04,55315.0
2016-02-05,55009.0
2016-02-08,54713.0
2016-02-09,54753.0
2016-02-10,54810.0
2016-02-11,54479.0
2016-02-12,54867.0
2016-02-16,55308.0
2016-02-17,55670.0
2016-02-18,55573.0
2016-02-19,55612.0
2016-02-22,56026.0
2016-02-23,55733.0
2016-02-24,55897.0
2016-02-25,56285.0
2016-02-26,56322.0
2016-02-29,56085.0
2016-03-01,56493.0
2016-03-02,56659.0
2016-03-03,56897.0
2016-03-04,57035.0
2016-03-07,57096.0
2016-03-08,56804.0
2016-03-09,56996.0
2016-03-10,56991.0
2016-03-11,57419.0
2016-03-14,57327.0
2016-03-15,57222.0
2016-03-16,57492.0
2016-03-17,57755.0
2016-03-18,57893.0
2016-03-21,57870.0
2016-03-22,57811.0
2016-03-23,57567.0
2016-03-24,57508.0
2016-03-28,57607.0
2016-03-29,57968.0
2016-03-30,58088.0
2016-03-31,58090.0
2016-04-01,58332.0
2016-04-04,58105.0
2016-04-05,57729.0
2016-04-06,58049.0
2016-04-07,57666.0
2016-04-08,57909.0
2016-04-11,57790.0
2016-04-12,58116.0
2016-04-13,58408.0
2016-04-14,58325.0
2016-04-15,58401.0
2016-04-18,58744.0
2016-04-19,58864.0
2016-04-20,58896.0
2016-04-21,58680.0
2016-04-22,58892.0
2016-04-25,58783.0
2016-04-26,59009.0
2016-04-27,59204.0
2016-04-28,58909.0
2016-04-29,58693.0
2016-05-02,59011.0
2016-05-03,58702.0
2016-05-04,58531.0
2016-05-05,58539.0
2016-05-06,58719.0
2016-05-09,58819.0
2016-05-10,59212.0
2016-05-11,58892.0
2016-05-12,58946.0
2016-05-13,58608.0
2016-05-16,58979.0
2016-05-17,58693.0
2016-05-18,58647.0
2016-05-19,58468.0
2016-05-20,58796.0
2016-05-23,58678.0
2016-05-24,59088.0
2016-05-25,59251.0
2016-05-26,59190.0
2016-05-27,59520.0
2016-05-31,59489.0
2016-06-01,59633.0
2016-06-02,59842.0
2016-06-03,59692.0
2016-06-06,59848.0
2016-06-07,59952.0
2016-06-08,60147.0
2016-06-09,60083.0
2016-06-10,59701.0
2016-06-13,59344.0
2016-06-14,59265.0
2016-06-15,59211.0
2016-06-16,59330.0
2016-06-17,59308.0
2016-06-20,59619.0
2016-06-21,59755.0
2016-06-22,59674.0
2016-06-23,60109.0
2016-06-24,59696.0
2016-06-27,59357.0
2016-06-28,59792.0
2016-06-29,60243.0
2016-06-30,60652.0
2016-07-01,60725.0
2016-07-05,60516.0
2016-07-06,60771.0
2016-07-07,60804.0
2016-07-08,61276.0
2016-07-11,61466.0
2016-07-12,61692.0
2016-07-13,61701.0
2016-07-14,61883.0
2016-07-15,61832.0
2016-07-18,61911.0
2016-07-19,61838.0
2016-07-20,62033.0
2016-07-21,61823.0
2016-07-22,62133.0
2016-07-25,62068.0
2016-07-26,62166.0
2016-07-27,61975.0
2016-07-28,62072.0
2016-07-29,62128.0
2016-08-01,62076.0
2016-08-02,61747.0
2016-08-03,61895.0
2016-08-04,61945.0
2016-08-05,62226.0
2016-08-08,62152.0
2016-08-09,62191.0
2016-08-10,62125.0
2016-08-11,62375.0
2016-08-12,62277.0
2016-08-15,62461.0
2016-08-16,62144.0
2016-08-17,62259.0
2016-08-18,62417.0
2016-08-19,62435.0
2016-08-22,62464.0
2016-08-23,62605.0
2016-08-24,62345.0
2016-08-25,62448.0
2016-08-26,62351.0
2016-08-29,62676.0
2016-08-30,62576.0
2016-08-31,62460.0
2016-09-01,62431.0
2016-09-02,62722.0
2016-09-06,62766.0
2016-09-07,62821.0
2016-09-08,62671.0
2016-09-09,62205.0
2016-09-12,62665.0
2016-09-13,62213.0
2016-09-14,62132.0
2016-09-15,62555.0
2016-09-16,62352.0
2016-09-19,62508.0
2016-09-20,62443.0
2016-09-21,62870.0
2016-09-22,63177.0
2016-09-23,62947.0
2016-09-26,62649.0
2016-09-27,62891.0
2016-09-28,63076.0
2016-09-29,62737.0
2016-09-30,63030.0
2016-10-03,62833.0
2016-10-04,62594.0
2016-10-05,62733.0
2016-10-06,62759.0
2016-10-07,62527.0
2016-10-10,62768.0
2016-10-11,62322.0
2016-10-12,62459.0
2016-10-13,62302.0
2016-10-14,62318.0
2016-10-17,62161.0
2016-10-18,62439.0
2016-10-19,62581.0
2016-10-20,62466.0
2016-10-21,62339.0
2016-10-24,62576.0
2016-10-25,62381.0
2016-10-26,62366.0
2016-10-27,62163.0
2016-10-28,62235.0
2016-10-31,62376.0
2016-11-01,62077.0
2016-11-02,61822.0
2016-11-03,61770.0
2016-11-04,61765.0
2016-11-07,62225.0
2016-11-08,62425.0
2016-11-09,62557.0
2016-11-10,62610.0
2016-11-11,62638.0
2016-11-14,62777.0
2016-11-15,62974.0
2016-11-16,62873.0
2016-11-17,63048.0
2016-11-18,62973.0
2016-11-21,63232.0
2016-11-22,63336.0
2016-11-23,63437.0
2016-11-25,63685.0
2016-11-28,63473.0
2016-11-29,63579.0
2016-11-30,63436.0
2016-12-01,63316.0
2016-12-02,63376.0
2016-12-05,63617.0
2016-12-06,63786.0
2016-12-07,64155.0
2016-12-08,64317.0
2016-12-09,64388.0
2016-12-12,64329.0
2016-12-13,64526.0
2016-12-14,64187.0
2016-12-15,64355.0
2016-12-16,64260.0
2016-12-19,64374.0
2016-12-20,64562.0
2016-12-21,64401.0
2016-12-22,64291.0
2016-12-23,64442.0
2016-12-27,64682.0
2016-12-28,64232.0
2016-12-29,64288.0
2016-12-30,64023.0
2017-01-03,64286.0
2017-01-04,64628.0
2017-01-05,64520.0
2017-01-06,64652.0
2017-01-09,64445.0
2017-01-10,64495.0
2017-01-11,64666.0
2017-01-12,64545.0
2017-01-13,64676.0
2017-01-17,64587.0
2017-01-18,64749.0
2017-01-19,64482.0
2017-01-20,64697.0
2017-01-23,64549.0
2017-01-24,64861.0
2017-01-25,65102.0
2017-01-26,65007.0
2017-01-27,64924.0
2017-01-30,64705.0
2017-01-31,64708.0
2017-02-01,64614.0
2017-02-02,64685.0
2017-02-03,65016.0
2017-02-06,64879.0
2017-02-07,64899.0
2017-02-08,65004.0
2017-02-09,65264.0
2017-02-10,65470.0
2017-02-13,65715.0
2017-02-14,65805.0
2017-02-15,66048.0
2017-02-16,66001.0
2017-02-17,66111.0
2017-02-21,66399.0
2017-02-22,66307.0
2017-02-23,66308.0
2017-02-24,66460.0
2017-02-27,66545.0
2017-02-28,66376.0
2017-03-01,66712.0
2017-03-02,66476.0
2017-03-03,66493.0
2017-03-06,66265.0
2017-03-07,66058.0
2017-03-08,66012.0
2017-03-09,65964.0
2017-03-10,66169.0
2017-03-13,66305.0
2017-03-14,66084.0
2017-03-15,66455.0
2017-03-16,66359.0
2017-03-17,66422.0
2017-03-20,66244.0
2017-03-21,65882.0
2017-03-22,66069.0
2017-03-23,66058.0
2017-03-24,66007.0
2017-03-27,65932.0
2017-03-28,66240.0
2017-03-29,66246.0
2017-03-30,66368.0
2017-03-31,66298.0
2017-04-03,66123.0
2017-04-04,66096.0
2017-04-05,65934.0
2017-04-06,66156.0
2017-04-07,66040.0
2017-04-10,66132.0
2017-04-11,66131.0
2017-04-12,65903.0
2017-04-13,65529.0
2017-04-17,65955.0
2017-04-18,65891.0
2017-04-19,65921.0
2017-04-20,66213.0
2017-04-21,66054.0
2017-04-24,66426.0
2017-04-25,66668.0
2017-04-26,66665.0
2017-04-27,66754.0
2017-04-28,66545.0
2017-05-01,66553.0
2017-05-02,66636.0
2017-05-03,66558.0
2017-05-04,66634.0
2017-05-05,66873.0
2017-05-08,66739.0
2017-05-09,66721.0
2017-05-10,66867.0
2017-05-11,66701.0
2017-05-12,66539.0
2017-05-15,66875.0
2017-05-16,66817.0
2017-05-17,66481.0
2017-05-18,66627.0
2017-05-19,66967.0
2017-05-22,67287.0
2017-05-23,67385.0
2017-05-24,67529.0
2017-05-25,67758.0
2017-05-26,67760.0
2017-05-30,67736.0
2017-05-31,67825.0
2017-06-01,68218.0
2017-06-02,68316.0
2017-06-05,68204.0
2017-06-06,67992.0
2017-06-07,68138.0
2017-06-08,68163.0
2017-06-09,68277.0
2017-06-12,68316.0
2017-06-13,68610.0
2017-06-14,68617.0
2017-06-15,68605.0
2017-06-16,68652.0
2017-06-19,68909.0
2017-06-20,68611.0
2017-06-21,68481.0
2017-06-22,68408.0
2017-06-23,68521.0
2017-06-26,68630.0
2017-06-27,68340.0
2017-06-28,68643.0
2017-06-29,68341.0
2017-06-30,68484.0
2017-07-03,68575.0
2017-07-05,68602.0
2017-07-06,68214.0
2017-07-07,68540.0
2017-07-10,68534.0
2017-07-11,68479.0
2017-07-12,68828.0
2017-07-13,68861.0
2017-07-14,69097.0
2017-07-17,69162.0
2017-07-18,69077.0
2017-07-19,69379.0
2017-07-20,69382.0
2017-07-21,69424.0
2017-07-24,69410.0
2017-07-25,69545.0
2017-07-26,69485.0
2017-07-27,69439.0
2017-07-28,69445.0
2017-07-31,69455.0
2017-08-01,69598.0
2017-08-02,69520.0
2017-08-03,69497.0
2017-08-04,69584.0
2017-08-07,69636.0
2017-08-08,69483.0
2017-08-09,69401.0
2017-08-10,68995.0
2017-08-11,69013.0
2017-08-14,69403.0
2017-08-15,69399.0
2017-08-16,69556.0
2017-08-17,69110.0
2017-08-18,69006.0
2017-08-21,69078.0
2017-08-22,69431.0
2017-08-23,69273.0
2017-08-24,69208.0
2017-08-25,69395.0
2017-08-28,69379.0
2017-08-29,69306.0
2017-08-30,69503.0
2017-08-31,69743.0
2017-09-01,69894.0
2017-09-05,69702.0
2017-09-06,69821.0
2017-09-07,69874.0
2017-09-08,69940.0
2017-09-11,70330.0
2017-09-12,70476.0
2017-09-13,70410.0
2017-09-14,70425.0
2017-09-15,70564.0
2017-09-18,70664.0
2017-09-19,70677.0
2017-09-20,70766.0
2017-09-21,70648.0
2017-09-22,70750.0
2017-09-25,70796.0
2017-09-26,70804.0
2017-09-27,70945.0
2017-09-28,71033.0
2017-09-29,71202.0
2017-10-02,71435.0
2017-10-03,71523.0
2017-10-04,71664.0
2017-10-05,71845.0
2017-10-06,71813.0
2017-10-09,71746.0
2017-10-10,71876.0
2017-10-11,71964.0
2017-10-12,72057.0
2017-10-13,72126.0
2017-10-16,72156.0
2017-10-17,72097.0
2017-10-18,72127.0
2017-10-19,72208.0
2017-10-20,72471.0
2017-10-23,72348.0
2017-10-24,72434.0
2017-10-25,72188.0
2017-10-26,72346.0
2017-10-27,72416.0
2017-10-30,72229.0
2017-10-31,72303.0
2017-11-01,72324.0
2017-11-02,72384.0
2017-11-03,72462.0
2017-11-06,72496.0
2017-11-07,72506.0
2017-11-08,72596.0
2017-11-09,72468.0
2017-11-10,72434.0
2017-11-13,72530.0
2017-11-14,72562.0
2017-11-15,72322.0
2017-11-16,72594.0
2017-11-17,72595.0
2017-11-20,72711.0
2017-11-21,72935.0
2017-11-22,72828.0
2017-11-24,72935.0
2017-11-27,72926.0
2017-11-28,73248.0
2017-11-29,73340.0
2017-11-30,73615.0
2017-12-01,73496.0
2017-12-04,73537.0
2017-12-05,73317.0
2017-12-06,73285.0
2017-12-07,73492.0
2017-12-08,73792.0
2017-12-11,73818.0
2017-12-12,73793.0
2017-12-13,73791.0
2017-12-14,73546.0
2017-12-15,73896.0
2017-12-18,74117.0
2017-12-19,73997.0
2017-12-20,73921.0
2017-12-21,73933.0
2017-12-22,73946.0
2017-12-26,73956.0
2017-12-27,74055.0
2017-12-28,74285.0
2017-12-29,73956.0
2018-01-02,74118.0
2018-01-03,74298.0
2018-01-04,74447.0
2018-01-05,74666.0
2018-01-08,74857.0
2018-01-09,74856.0
2018-01-10,74732.0
2018-01-11,74986.0
2018-01-12,75197.0
2018-01-16,75022.0
2018-01-17,75368.0
2018-01-18,75252.0
2018-01-19,75514.0
2018-01-22,75741.0
2018-01-23,75804.0
2018-01-24,75786.0
2018-01-25,75800.0
2018-01-26,76109.0
2018-01-29,75824.0
2018-01-30,75512.0
2018-01-31,75549.0
2018-02-01,75473.0
2018-02-02,75029.0
2018-02-05,74539.0
2018-02-06,74818.0
2018-02-07,74731.0
2018-02-08,74271.0
2018-02-09,74603.0
2018-02-12,74953.0
2018-02-13,75085.0
2018-02-14,75398.0
2018-02-15,75705.0
2018-02-16,75758.0
2018-02-20,75547.0
2018-02-21,75384.0
2018-02-22,75407.0
2018-02-23,75847.0
2018-02-26,76098.0
2018-02-27,75707.0
2018-02-28,75368.0
2018-03-01,75108.0
2018-03-02,75319.0
2018-03-05,75689.0
2018-03-06,75880.0
2018-03-07,75905.0
2018-03-08,76070.0
2018-03-09,76485.0
2018-03-12,76416.0
2018-03-13,76266.0
2018-03-14,76043.0
2018-03-15,76003.0
2018-03-16,76215.0
2018-03-19,75818.0
2018-03-20,75906.0
2018-03-21,75841.0
2018-03-22,75423.0
2018-03-23,74998.0
2018-03-26,75462.0
2018-03-27,75164.0
2018-03-28,75113.0
2018-03-29,75488.0
2018-04-02,75022.0
2018-04-03,75424.0
2018-04-04,75799.0
2018-04-05,76076.0
2018-04-06,75606.0
2018-04-09,75706.0
2018-04-10,76065.0
2018-04-11,75835.0
2018-04-12,76033.0
2018-04-13,75927.0
2018-04-16,76304.0
2018-04-17,76617.0
2018-04-18,76694.0
2018-04-19,76491.0
2018-04-20,76190.0
2018-04-23,76263.0
2018-04-24,76011.0
2018-04-25,76110.0
2018-04-26,76346.0
2018-04-27,76468.0
2018-04-30,76159.0
2018-05-01,76203.0
2018-05-02,75981.0
2018-05-03,75937.0
2018-05-04,76325.0
2018-05-07,76413.0
2018-05-08,76421.0
2018-05-09,76676.0
2018-05-10,77027.0
2018-05-11,77134.0
2018-05-14,77072.0
2018-05-15,76888.0
2018-05-16,77047.0
2018-05-17,77076.0
2018-05-18,77042.0
2018-05-21,77322.0
2018-05-22,77191.0
2018-05-23,77250.0
2018-05-24,77212.0
2018-05-25,77179.0
2018-05-29,76907.0
2018-05-30,77323.0
2018-05-31,77007.0
2018-06-01,77304.0
2018-06-04,77535.0
2018-06-05,77559.0
2018-06-06,77832.0
2018-06-07,77874.0
2018-06-08,78095.0
2018-06-11,78136.0
2018-06-12,78276.0
2018-06-13,78059.0
2018-06-14,78154.0
2018-06-15,78199.0
2018-06-18,78158.0
2018-06-19,78009.0
2018-06-20,78081.0
2018-06-21,77875.0
2018-06-22,77975.0
2018-06-25,77687.0
2018-06-26,77673.0
2018-06-27,77375.0
2018-06-28,77583.0
2018-06-29,77646.0
2018-07-02,77721.0
2018-07-03,77665.0
2018-07-05,77985.0
2018-07-06,78350.0
2018-07-09,78615.0
2018-07-10,78741.0
2018-07-11,78517.0
2018-07-12,78737.0
2018-07-13,78812.0
2018-07-16,78620.0
2018-07-17,78829.0
2018-07-18,78886.0
2018-07-19,78895.0
2018-07-20,78752.0
2018-07-23,78775.0
2018-07-24,78752.0
2018-07-25,79029.0
2018-07-26,79175.0
2018-07-27,78968.0
2018-07-30,78831.0
2018-07-31,79075.0
2018-08-01,78903.0
2018-08-02,79051.0
2018-08-03,79254.0
2018-08-06,79410.0
2018-08-07,79561.0
2018-08-08,79497.0
2018-08-09,79454.0
2018-08-10,79177.0
2018-08-13,78977.0
2018-08-14,79311.0
2018-08-15,79152.0
2018-08-16,79506.0
2018-08-17,79778.0
2018-08-20,79964.0
2018-08-21,80079.0
2018-08-22,79966.0
2018-08-23,79830.0
2018-08-24,80113.0
2018-08-27,80334.0
2018-08-28,80334.0
2018-08-29,80505.0
2018-08-30,80215.0
2018-08-31,80272.0
2018-09-04,80250.0
2018-09-05,80303.0
2018-09-06,80313.0
2018-09-07,80167.0
2018-09-10,80343.0
2018-09-11,80380.0
2018-09-12,80429.0
2018-09-13,80654.0
2018-09-14,80731.0
2018-09-17,80619.0
2018-09-18,80797.0
2018-09-19,80812.0
2018-09-20,81138.0
2018-09-21,81200.0
2018-09-24,80945.0
2018-09-25,80837.0
2018-09-26,80636.0
2018-09-27,80656.0
2018-09-28,80758.0
2018-10-01,80763.0
2018-10-02,80737.0
2018-10-03,80740.0
2018-10-04,80559.0
2018-10-05,80402.0
2018-10-08,80473.0
2018-10-09,80381.0
2018-10-10,79916.0
2018-10-11,79492.0
2018-10-12,79725.0
2018-10-15,79691.0
2018-10-16,80146.0
2018-10-17,80079.0
2018-10-18,79770.0
2018-10-19,79729.0
2018-10-22,79568.0
2018-10-23,79395.0
2018-10-24,79077.0
2018-10-25,79377.0
2018-10-26,79047.0
2018-10-29,79080.0
2018-10-30,79464.0
2018-10-31,79594.0
2018-11-01,79841.0
2018-11-02,79735.0
2018-11-05,79975.0
2018-11-06,80253.0
2018-11-07,80653.0
2018-11-08,80701.0
2018-11-09,80502.0
2018-11-12,80179.0
2018-11-13,80198.0
2018-11-14,80035.0
2018-11-15,80282.0
2018-11-16,80449.0
2018-11-19,80238.0
2018-11-20,79891.0
2018-11-21,80061.0
2018-11-23,79970.0
2018-11-26,80336.0
2018-11-27,80358.0
2018-11-28,80744.0
2018-11-29,80646.0
2018-11-30,80873.0
2018-12-03,81129.0
2018-12-04,80697.0
2018-12-06,80639.0
2018-12-07,80237.0
2018-12-10,80204.0
2018-12-11,80168.0
2018-12-12,80384.0
2018-12-13,80260.0
2018-12-14,79891.0
2018-12-17,79471.0
2018-12-18,79467.0
2018-12-19,79089.0
2018-12-20,78716.0
2018-12-21,78316.0
2018-12-24,77838.0
2018-12-26,78329.0
2018-12-27,78651.0
2018-12-28,78535.0
2018-12-31,78889.0
2019-01-02,78852.0
2019-01-03,78520.0
2019-01-04,78983.0
2019-01-07,79257.0
2019-01-08,79563.0
2019-01-09,79754.0
2019-01-10,80010.0
2019-01-11,80078.0
2019-01-14,79899.0
2019-01-15,80150.0
2019-01-16,80246.0
2019-01-17,80601.0
2019-01-18,81010.0
2019-01-22,80676.0
2019-01-23,80686.0
2019-01-24,80826.0
2019-01-25,81124.0
2019-01-28,80987.0
2019-01-29,81017.0
2019-01-30,81325.0
2019-01-31,81514.0
2019-02-01,81579.0
2019-02-04,81798.0
2019-02-05,81984.0
2019-02-06,81925.0
2019-02-07,81773.0
2019-02-08,81831.0
2019-02-11,81959.0
2019-02-12,82283.0
2019-02-13,82451.0
2019-02-14,82345.0
2019-02-15,82727.0
2019-02-19,82804.0
2019-02-20,82945.0
2019-02-21,82844.0
2019-02-22,83124.0
2019-02-25,83103.0
2019-02-26,82976.0
2019-02-27,83017.0
2019-02-28,83009.0
2019-03-01,83238.0
2019-03-04,83072.0
2019-03-05,82921.0
2019-03-06,82617.0
2019-03-07,82337.0
2019-03-08,82259.0
2019-03-11,82682.0
2019-03-12,82858.0
2019-03-13,83172.0
2019-03-14,83163.0
2019-03-15,83323.0
2019-03-18,83471.0
2019-03-19,83373.0
2019-03-20,83183.0
2019-03-21,83581.0
2019-03-22,83238.0
2019-03-25,83259.0
2019-03-26,83611.0
2019-03-27,83434.0
2019-03-28,83685.0
2019-03-29,83954.0
2019-04-01,84219.0
2019-04-02,84195.0
2019-04-03,84316.0
2019-04-04,84407.0
2019-04-05,84700.0
2019-04-08,84737.0
2019-04-09,84457.0
2019-04-10,84697.0
2019-04-11,84832.0
2019-04-12,85100.0
2019-04-15,85002.0
2019-04-16,85042.0
2019-04-17,84918.0
2019-04-18,85019.0
2019-04-22,84899.0
2019-04-23,85221.0
2019-04-24,85247.0
2019-04-25,85139.0
2019-04-26,85400.0
2019-04-29,85373.0
2019-04-30,85530.0
2019-05-01,85212.0
2019-05-02,85290.0
2019-05-03,85629.0
2019-05-06,85406.0
2019-05-07,84979.0
2019-05-08,84904.0
2019-05-09,84864.0
2019-05-10,85064.0
2019-05-13,84668.0
2019-05-14,84979.0
2019-05-15,85141.0
2019-05-16,85454.0
2019-05-17,85221.0
2019-05-20,85074.0
2019-05-21,85451.0
2019-05-22,85352.0
2019-05-23,85064.0
2019-05-24,85168.0
2019-05-28,84813.0
2019-05-29,84586.0
2019-05-30,84686.0
2019-05-31,84437.0
2019-06-03,84652.0
2019-06-04,85043.0
2019-06-05,85263.0
2019-06-06,85483.0
2019-06-07,85750.0
2019-06-10,85885.0
2019-06-11,85838.0
2019-06-12,85838.0
2019-06-13,86080.0
2019-06-14,86020.0
2019-06-17,85968.0
2019-06-18,86207.0
2019-06-19,86391.0
2019-06-20,86737.0
2019-06-21,86621.0
2019-06-24,86506.0
2019-06-25,86256.0
2019-06-26,86188.0
2019-06-27,86465.0
2019-06-28,86795.0
2019-07-01,87009.0
2019-07-02,87067.0
2019-07-03,87432.0
2019-07-05,87343.0
2019-07-08,87117.0
2019-07-09,87156.0
2019-07-10,87202.0
2019-07-11,87315.0
2019-07-12,87548.0
2019-07-15,87552.0
2019-07-16,87468.0
2019-07-17,87247.0
2019-07-18,87429.0
2019-07-19,87228.0
2019-07-22,87225.0
2019-07-23,87490.0
2019-07-24,87684.0
2019-07-25,87477.0
2019-07-26,87689.0
2019-07-29,87623.0
2019-07-30,87630.0
2019-07-31,87306.0
2019-08-01,87096.0
2019-08-02,86867.0
2019-08-05,86393.0
2019-08-06,86724.0
2019-08-07,86791.0
2019-08-08,87253.0
2019-08-09,87023.0
2019-08-12,86657.0
2019-08-13,87042.0
2019-08-14,86552.0
2019-08-15,86630.0
2019-08-16,87084.0
2019-08-19,87519.0
2019-08-20,87176.0
2019-08-21,87543.0
2019-08-22,87540.0
2019-08-23,87062.0
2019-08-26,87435.0
2019-08-27,87267.0
2019-08-28,87585.0
2019-08-29,88005.0
2019-08-30,88122.0
2019-09-03,87954.0
2019-09-04,88349.0
2019-09-05,88637.0
2019-09-06,88757.0
2019-09-09,88829.0
2019-09-10,88941.0
2019-09-11,89163.0
2019-09-12,89243.0
2019-09-13,89275.0
2019-09-16,89230.0
2019-09-17,89288.0
2019-09-18,89271.0
2019-09-19,89193.0
2019-09-20,89017.0
2019-09-23,89044.0
2019-09-24,88810.0
2019-09-25,89024.0
2019-09-26,88987.0
2019-09-27,88890.0
2019-09-30,89086.0
2019-10-01,88702.0
2019-10-02,88263.0
2019-10-03,88546.0
2019-10-04,88944.0
2019-10-07,88687.0
2019-10-08,88251.0
2019-10-09,88616.0
2019-10-10,88903.0
2019-10-11,89231.0
2019-10-14,89131.0
2019-10-15,89415.0
2019-10-16,89352.0
2019-10-17,89527.0
2019-10-18,89530.0
2019-10-21,89788.0
2019-10-22,89782.0
2019-10-23,89911.0
2019-10-24,89897.0
2019-10-25,90003.0
2019-10-28,90112.0
2019-10-29,90165.0
2019-10-30,90221.0
2019-10-31,90025.0
2019-11-01,90257.0
2019-11-04,90361.0
2019-11-05,90356.0
2019-11-06,90394.0
2019-11-07,90438.0
2019-11-08,90527.0
2019-11-11,90419.0
2019-11-12,90428.0
2019-11-13,90451.0
2019-11-14,90555.0
2019-11-15,90841.0
2019-11-18,90842.0
2019-11-19,90885.0
2019-11-20,90747.0
2019-11-21,90637.0
2019-11-22,90774.0
2019-11-25,91038.0
2019-11-26,91149.0
2019-11-27,91373.0
2019-11-29,91072.0
2019-12-02,90760.0
2019-12-03,90543.0
2019-12-04,90819.0
2019-12-05,90933.0
2019-12-06,91255.0
2019-12-09,91164.0
2019-12-10,91089.0
2019-12-11,91197.0
2019-12-12,91452.0
2019-12-13,91395.0
2019-12-16,91651.0
2019-12-17,91692.0
2019-12-18,91688.0
2019-12-19,91843.0
2019-12-20,92100.0
2019-12-23,92045.0
2019-12-24,92070.0
2019-12-26,92244.0
2019-12-27,92223.0
2019-12-30,91950.0
2019-12-31,92244.0
